DS_0,DS_1,DS_2,DS_3,DS_4,DS_5,DS_6,DS_7,DS_8,DS_9,DS_10,DS_11,DS_12,DS_13,DS_14,DS_15,DS_16,DS_17,DS_18,DS_19
,,,,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN23462_c0_g1_i1,MMETSP1071-doi:10.5281/zenodo.1212585-TRINITY_DN12384_c0_g1_i1,NC_076990,NC_035133,MMETSP1085-doi:10.5281/zenodo.1212585-TRINITY_DN3294_c1_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN8051_c0_g1_i2,MMETSP0879-doi:10.5281/zenodo.1212585-TRINITY_DN10370_c1_g1_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN1645_c0_g1_i1,MMETSP0317-doi:10.5281/zenodo.1212585-TRINITY_DN3079_c0_g1_i2,MMETSP1001-doi:10.5281/zenodo.1212585-TRINITY_DN4592_c0_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN2010_c0_g2_i1,MMETSP0886-doi:10.5281/zenodo.1212585-TRINITY_DN10251_c2_g1_i23,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN8887_c2_g2_i34,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN2209_c0_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN15110_c1_g1_i5,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN11327_c1_g1_i1
,,,,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8892_c3_g1_i4,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN3780_c1_g2_i4,NC_076639,NC_043129,CP056065.1,MMETSP0799-doi:10.5281/zenodo.1212585-TRINITY_DN40513_c1_g1_i1,MMETSP0958-doi:10.5281/zenodo.1212585-TRINITY_DN1940_c0_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN13094_c1_g1_i1,MMETSP0472-doi:10.5281/zenodo.1212585-TRINITY_DN75701_c0_g2_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN14942_c0_g1_i1,MMETSP0104-doi:10.5281/zenodo.1212585-TRINITY_DN12523_c0_g2_i1,MMETSP0111-doi:10.5281/zenodo.1212585-TRINITY_DN17217_c1_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33176_c2_g1_i1,MMETSP1400-doi:10.5281/zenodo.1212585-TRINITY_DN3632_c2_g1_i1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN5365_c0_g1_i1,MMETSP0706-doi:10.5281/zenodo.1212585-TRINITY_DN12582_c0_g1_i1
,,,,MMETSP1412-doi:10.5281/zenodo.1212585-TRINITY_DN9889_c0_g1_i1,MMETSP0901-doi:10.5281/zenodo.1212585-TRINITY_DN11467_c0_g2_i1,DQ473491,NC_038333,MMETSP0883-doi:10.5281/zenodo.1212585-TRINITY_DN11978_c2_g2_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9009_c0_g1_i12,MMETSP1423-doi:10.5281/zenodo.1212585-TRINITY_DN7053_c0_g1_i1,MMETSP0166-doi:10.5281/zenodo.1212585-TRINITY_DN5724_c0_g1_i1,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN9565_c0_g1_i1,MMETSP0752-doi:10.5281/zenodo.1212585-TRINITY_DN11411_c13_g1_i1,MMETSP0403-doi:10.5281/zenodo.1212585-TRINITY_DN12524_c0_g2_i1,MMETSP0784-doi:10.5281/zenodo.1212585-TRINITY_DN35986_c0_g1_i1,MMETSP1409-doi:10.5281/zenodo.1212585-TRINITY_DN12346_c0_g1_i1,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN14548_c0_g1_i2,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3115_c4_g2_i1,MMETSP0491-doi:10.5281/zenodo.1212585-TRINITY_DN17291_c1_g1_i1
,,,,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN7317_c0_g1_i2,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN5461_c0_g2_i1,NC_078103,NC_055473,MMETSP1139-doi:10.5281/zenodo.1212585-TRINITY_DN11162_c1_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN4811_c0_g1_i1,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN146_c0_g1_i1,MMETSP1048-doi:10.5281/zenodo.1212585-TRINITY_DN14493_c0_g1_i1,MMETSP0892-doi:10.5281/zenodo.1212585-TRINITY_DN9159_c8_g1_i1,MMETSP0958-doi:10.5281/zenodo.1212585-TRINITY_DN5221_c0_g1_i1,MMETSP0494-doi:10.5281/zenodo.1212585-TRINITY_DN12266_c0_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13774_c2_g3_i4,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10616_c1_g1_i4,CP044415.1,MMETSP1451-doi:10.5281/zenodo.1212585-TRINITY_DN6198_c0_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN31480_c1_g2_i3
,,,,MMETSP0908-doi:10.5281/zenodo.1212585-TRINITY_DN16511_c0_g1_i1,MMETSP1156-doi:10.5281/zenodo.1212585-TRINITY_DN15431_c7_g1_i2,NC_008030,NC_028487,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN8220_c0_g1_i1,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN1920_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10056_c0_g1_i2,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN1244_c0_g1_i1,MMETSP0005-doi:10.5281/zenodo.1212585-TRINITY_DN9305_c3_g1_i1,MMETSP1058-doi:10.5281/zenodo.1212585-TRINITY_DN9008_c3_g1_i1,MMETSP0938-doi:10.5281/zenodo.1212585-TRINITY_DN2668_c0_g1_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN3720_c0_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19502_c5_g6_i4,MMETSP0168-doi:10.5281/zenodo.1212585-TRINITY_DN6337_c19_g1_i1,MMETSP0109-doi:10.5281/zenodo.1212585-TRINITY_DN13598_c6_g1_i2,MMETSP1136-doi:10.5281/zenodo.1212585-TRINITY_DN23546_c7_g1_i2
,,,,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN13640_c0_g1_i1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN11524_c1_g1_i7,NC_076490,NC_075428,MMETSP0209-doi:10.5281/zenodo.1212585-TRINITY_DN16041_c1_g5_i1,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN7011_c0_g1_i1,MMETSP0806-doi:10.5281/zenodo.1212585-TRINITY_DN5509_c1_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN23321_c0_g1_i2,MMETSP0975-doi:10.5281/zenodo.1212585-TRINITY_DN8101_c0_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33201_c5_g1_i20,MMETSP1052-doi:10.5281/zenodo.1212585-TRINITY_DN19513_c0_g1_i1,MMETSP0737-doi:10.5281/zenodo.1212585-TRINITY_DN15265_c12_g2_i1,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN29528_c0_g1_i1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN7134_c0_g2_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3173_c9_g1_i6,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN6184_c0_g1_i1
,,,,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN9575_c4_g1_i1,MMETSP1064-doi:10.5281/zenodo.1212585-TRINITY_DN7690_c6_g1_i2,NC_028238,NC_001266,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN18886_c0_g1_i2,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN12786_c0_g2_i7,MMETSP0104-doi:10.5281/zenodo.1212585-TRINITY_DN3080_c0_g1_i1,MMETSP1144-doi:10.5281/zenodo.1212585-TRINITY_DN7433_c0_g1_i1,MMETSP1393-doi:10.5281/zenodo.1212585-TRINITY_DN6157_c1_g1_i1,MMETSP0267-doi:10.5281/zenodo.1212585-TRINITY_DN21017_c0_g1_i1,MMETSP0027-doi:10.5281/zenodo.1212585-TRINITY_DN79010_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10647_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8951_c1_g1_i34,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1678_c1_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32600_c0_g1_i17,MMETSP1324-doi:10.5281/zenodo.1212585-TRINITY_DN17747_c0_g1_i1
,,,,MMETSP0087-doi:10.5281/zenodo.1212585-TRINITY_DN13913_c1_g1_i1,MMETSP0113-doi:10.5281/zenodo.1212585-TRINITY_DN13616_c0_g2_i1,NC_004003,NC_076112,MMETSP1127-doi:10.5281/zenodo.1212585-TRINITY_DN6143_c0_g1_i4,MMETSP1355-doi:10.5281/zenodo.1212585-TRINITY_DN18704_c0_g1_i2,MMETSP1041-doi:10.5281/zenodo.1212585-TRINITY_DN19349_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN11432_c1_g1_i3,MMETSP0027-doi:10.5281/zenodo.1212585-TRINITY_DN56691_c2_g1_i1,MMETSP1437-doi:10.5281/zenodo.1212585-TRINITY_DN3490_c0_g1_i1,MMETSP0884-doi:10.5281/zenodo.1212585-TRINITY_DN12134_c14_g2_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12288_c1_g3_i4,MMETSP1071-doi:10.5281/zenodo.1212585-TRINITY_DN3545_c0_g1_i1,MMETSP0123-doi:10.5281/zenodo.1212585-TRINITY_DN13850_c0_g1_i1,MMETSP0986-doi:10.5281/zenodo.1212585-TRINITY_DN28197_c2_g1_i17,MMETSP0099-doi:10.5281/zenodo.1212585-TRINITY_DN7402_c0_g2_i1
,,,,MMETSP0986-doi:10.5281/zenodo.1212585-TRINITY_DN28197_c2_g1_i15,MMETSP0434-doi:10.5281/zenodo.1212585-TRINITY_DN25638_c5_g1_i1,NC_077000,NC_078048,MMETSP0698-doi:10.5281/zenodo.1212585-TRINITY_DN10980_c4_g1_i1,MMETSP0938-doi:10.5281/zenodo.1212585-TRINITY_DN2724_c0_g2_i4,MMETSP0005-doi:10.5281/zenodo.1212585-TRINITY_DN8445_c0_g3_i1,MMETSP1404-doi:10.5281/zenodo.1212585-TRINITY_DN4751_c12_g1_i6,MMETSP1058-doi:10.5281/zenodo.1212585-TRINITY_DN9004_c0_g1_i1,MMETSP1063-doi:10.5281/zenodo.1212585-TRINITY_DN2663_c0_g1_i1,MMETSP0784-doi:10.5281/zenodo.1212585-TRINITY_DN7555_c0_g1_i1,MMETSP0986-doi:10.5281/zenodo.1212585-TRINITY_DN20458_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN89399_c0_g1_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13067_c3_g2_i1,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN4360_c0_g1_i1,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN16891_c5_g1_i3
,,,,MMETSP0104-doi:10.5281/zenodo.1212585-TRINITY_DN11903_c0_g1_i4,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN26230_c0_g1_i1,NC_076849,NC_031948,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN6163_c0_g1_i1,MMETSP1047-doi:10.5281/zenodo.1212585-TRINITY_DN29822_c2_g1_i2,MMETSP1418-doi:10.5281/zenodo.1212585-TRINITY_DN9924_c0_g1_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN9700_c0_g1_i1,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN2520_c6_g1_i1,MMETSP1126-doi:10.5281/zenodo.1212585-TRINITY_DN10168_c1_g1_i1,MMETSP0288-doi:10.5281/zenodo.1212585-TRINITY_DN11023_c5_g2_i2,MMETSP0736-doi:10.5281/zenodo.1212585-TRINITY_DN17406_c11_g1_i2,MMETSP1473-doi:10.5281/zenodo.1212585-TRINITY_DN4835_c0_g2_i1,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN67117_c5_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN11075_c0_g1_i1,MMETSP1106-doi:10.5281/zenodo.1212585-TRINITY_DN6556_c0_g1_i1
,,,,MMETSP0103-doi:10.5281/zenodo.1212585-TRINITY_DN6785_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9105_c0_g1_i19,NC_078074,NC_055500,MMETSP0901-doi:10.5281/zenodo.1212585-TRINITY_DN9799_c0_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19391_c2_g2_i13,MMETSP1043-doi:10.5281/zenodo.1212585-TRINITY_DN10248_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN39812_c7_g3_i1,MMETSP0259-doi:10.5281/zenodo.1212585-TRINITY_DN13329_c0_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3108_c3_g1_i1,MMETSP1321-doi:10.5281/zenodo.1212585-TRINITY_DN10059_c3_g3_i1,MMETSP1362-doi:10.5281/zenodo.1212585-TRINITY_DN9164_c0_g2_i1,MMETSP0090-doi:10.5281/zenodo.1212585-TRINITY_DN6525_c10_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13469_c8_g1_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9171_c0_g1_i9,MMETSP0271-doi:10.5281/zenodo.1212585-TRINITY_DN56574_c13_g1_i1
,,,,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN11364_c0_g1_i1,MMETSP0886-doi:10.5281/zenodo.1212585-TRINITY_DN10312_c2_g1_i1,NC_020864,NC_077088,MMETSP0973-doi:10.5281/zenodo.1212585-TRINITY_DN3984_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN35892_c0_g2_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN9608_c0_g1_i2,MMETSP1361-doi:10.5281/zenodo.1212585-TRINITY_DN11538_c0_g1_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2958_c9_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33201_c5_g1_i17,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN10360_c0_g1_i2,MMETSP1141-doi:10.5281/zenodo.1212585-TRINITY_DN8614_c1_g1_i1,MMETSP0950-doi:10.5281/zenodo.1212585-TRINITY_DN15189_c0_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14841_c0_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13196_c4_g1_i1,MMETSP1449-doi:10.5281/zenodo.1212585-TRINITY_DN9330_c4_g1_i2
,,,,MMETSP0448-doi:10.5281/zenodo.1212585-TRINITY_DN28125_c0_g1_i1,MMETSP0884-doi:10.5281/zenodo.1212585-TRINITY_DN12184_c12_g1_i22,NC_076201,NC_076848,MMETSP0726-doi:10.5281/zenodo.1212585-TRINITY_DN3590_c0_g1_i1,MMETSP0042-doi:10.5281/zenodo.1212585-TRINITY_DN12141_c0_g2_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3496_c10_g1_i1,MMETSP0125-doi:10.5281/zenodo.1212585-TRINITY_DN20483_c0_g1_i1,MMETSP0200-doi:10.5281/zenodo.1212585-TRINITY_DN4444_c0_g1_i1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN6942_c1_g2_i2,MMETSP0042-doi:10.5281/zenodo.1212585-TRINITY_DN5818_c0_g2_i1,MMETSP1403-doi:10.5281/zenodo.1212585-TRINITY_DN557_c0_g1_i1,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN7287_c0_g2_i1,MMETSP1423-doi:10.5281/zenodo.1212585-TRINITY_DN9051_c1_g1_i1,MMETSP0176-doi:10.5281/zenodo.1212585-TRINITY_DN17838_c5_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN23272_c0_g3_i1
,,,,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN28319_c0_g1_i1,MMETSP0059-doi:10.5281/zenodo.1212585-TRINITY_DN23018_c0_g1_i1,NC_055188,NC_055482,MMETSP0900-doi:10.5281/zenodo.1212585-TRINITY_DN10686_c2_g2_i2,MMETSP0447-doi:10.5281/zenodo.1212585-TRINITY_DN18546_c4_g2_i1,MMETSP1352-doi:10.5281/zenodo.1212585-TRINITY_DN9610_c5_g2_i1,MMETSP1327-doi:10.5281/zenodo.1212585-TRINITY_DN4416_c1_g1_i1,MMETSP1468-doi:10.5281/zenodo.1212585-TRINITY_DN18401_c7_g1_i7,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10534_c2_g1_i2,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN8323_c0_g2_i1,MMETSP0886-doi:10.5281/zenodo.1212585-TRINITY_DN10230_c0_g1_i13,MMETSP0287-doi:10.5281/zenodo.1212585-TRINITY_DN24611_c0_g1_i2,MMETSP0752-doi:10.5281/zenodo.1212585-TRINITY_DN10856_c12_g1_i1,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN9138_c0_g1_i1,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN11132_c2_g1_i1
,,,,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN4788_c0_g1_i1,MMETSP0916-doi:10.5281/zenodo.1212585-TRINITY_DN9559_c0_g1_i1,NC_032412,NC_076624,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN7599_c2_g1_i1,MMETSP0941-doi:10.5281/zenodo.1212585-TRINITY_DN2313_c0_g1_i1,MMETSP1441-doi:10.5281/zenodo.1212585-TRINITY_DN35557_c4_g1_i11,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN5768_c0_g2_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8798_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN9657_c0_g1_i1,MMETSP0973-doi:10.5281/zenodo.1212585-TRINITY_DN10625_c4_g1_i1,MMETSP0901-doi:10.5281/zenodo.1212585-TRINITY_DN183_c0_g1_i1,MMETSP0234-doi:10.5281/zenodo.1212585-TRINITY_DN2469_c0_g1_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN10456_c0_g1_i1,MMETSP0947-doi:10.5281/zenodo.1212585-TRINITY_DN13952_c0_g2_i1,MMETSP1101-doi:10.5281/zenodo.1212585-TRINITY_DN41345_c0_g1_i1
,,,,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN9308_c0_g2_i2,MMETSP0151-doi:10.5281/zenodo.1212585-TRINITY_DN16758_c2_g1_i2,NC_076451,NC_076240,MMETSP1315-doi:10.5281/zenodo.1212585-TRINITY_DN8659_c5_g1_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN4622_c0_g1_i1,MMETSP1098-doi:10.5281/zenodo.1212585-TRINITY_DN40919_c7_g2_i5,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN19839_c0_g1_i1,MMETSP1012-doi:10.5281/zenodo.1212585-TRINITY_DN25841_c2_g3_i2,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN2587_c0_g1_i1,MMETSP0101-doi:10.5281/zenodo.1212585-TRINITY_DN17573_c3_g2_i1,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN17347_c8_g10_i10,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1111_c0_g1_i1,MMETSP0689-doi:10.5281/zenodo.1212585-TRINITY_DN24508_c2_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8908_c0_g1_i21,MMETSP0725-doi:10.5281/zenodo.1212585-TRINITY_DN815_c0_g1_i1
,,,,MMETSP1352-doi:10.5281/zenodo.1212585-TRINITY_DN9404_c10_g1_i1,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN10462_c4_g1_i1,NC_077104,NC_077080,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10265_c2_g1_i2,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN66547_c9_g1_i1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN19956_c0_g1_i1,MMETSP1317-doi:10.5281/zenodo.1212585-TRINITY_DN15123_c1_g2_i2,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN6278_c0_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19618_c3_g2_i20,MMETSP1061-doi:10.5281/zenodo.1212585-TRINITY_DN5593_c0_g2_i1,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN2239_c0_g1_i1,MMETSP1414-doi:10.5281/zenodo.1212585-TRINITY_DN5885_c0_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13603_c5_g1_i1,MMETSP0419-doi:10.5281/zenodo.1212585-TRINITY_DN13011_c0_g1_i1,MMETSP1043-doi:10.5281/zenodo.1212585-TRINITY_DN19192_c4_g1_i1
,,,,MMETSP0794-doi:10.5281/zenodo.1212585-TRINITY_DN29995_c0_g1_i1,MMETSP0117-doi:10.5281/zenodo.1212585-TRINITY_DN72111_c1_g1_i1,NC_034154,NC_055440,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN11690_c0_g1_i1,MMETSP0689-doi:10.5281/zenodo.1212585-TRINITY_DN23115_c1_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33172_c2_g1_i1,MMETSP1166-doi:10.5281/zenodo.1212585-TRINITY_DN7966_c6_g7_i3,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN40556_c9_g5_i7,MMETSP0988-doi:10.5281/zenodo.1212585-TRINITY_DN22815_c0_g2_i1,MMETSP0799-doi:10.5281/zenodo.1212585-TRINITY_DN16165_c0_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14993_c0_g1_i6,MMETSP0139-doi:10.5281/zenodo.1212585-TRINITY_DN4990_c0_g1_i1,MMETSP0463-doi:10.5281/zenodo.1212585-TRINITY_DN22610_c2_g2_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13603_c5_g1_i1,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN4708_c1_g1_i1
,,,,MMETSP1101-doi:10.5281/zenodo.1212585-TRINITY_DN42693_c9_g1_i2,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN4245_c0_g1_i1,NC_055503,NC_031686,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN1815_c0_g1_i1,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8529_c6_g2_i1,MMETSP1066-doi:10.5281/zenodo.1212585-TRINITY_DN29761_c0_g1_i1,MMETSP0272-doi:10.5281/zenodo.1212585-TRINITY_DN48092_c0_g1_i1,MMETSP0027-doi:10.5281/zenodo.1212585-TRINITY_DN92594_c0_g1_i1,MMETSP0270-doi:10.5281/zenodo.1212585-TRINITY_DN56731_c1_g2_i3,MMETSP0234-doi:10.5281/zenodo.1212585-TRINITY_DN1882_c1_g1_i1,MMETSP0110-doi:10.5281/zenodo.1212585-TRINITY_DN7826_c0_g2_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN22915_c0_g1_i1,MMETSP0491-doi:10.5281/zenodo.1212585-TRINITY_DN17030_c6_g1_i2,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN2860_c1_g1_i1,MMETSP0737-doi:10.5281/zenodo.1212585-TRINITY_DN7303_c0_g1_i1
,,,,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN6634_c0_g1_i1,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN13517_c0_g1_i1,NC_055376,NC_078019,MMETSP1081-doi:10.5281/zenodo.1212585-TRINITY_DN20008_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN11945_c0_g1_i1,MMETSP0908-doi:10.5281/zenodo.1212585-TRINITY_DN19058_c0_g1_i1,MMETSP0041-doi:10.5281/zenodo.1212585-TRINITY_DN8338_c0_g1_i1,MMETSP0818-doi:10.5281/zenodo.1212585-TRINITY_DN10405_c0_g1_i1,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN30670_c0_g2_i1,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN29758_c0_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9083_c0_g1_i1,MMETSP0151-doi:10.5281/zenodo.1212585-TRINITY_DN16470_c2_g1_i1,MMETSP1039-doi:10.5281/zenodo.1212585-TRINITY_DN11576_c1_g2_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN13301_c1_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10252_c0_g1_i1
,,,,MMETSP0737-doi:10.5281/zenodo.1212585-TRINITY_DN14580_c1_g1_i7,MMETSP0820-doi:10.5281/zenodo.1212585-TRINITY_DN13166_c1_g1_i1,NC_076147,NC_078561,MMETSP0101-doi:10.5281/zenodo.1212585-TRINITY_DN16683_c8_g1_i1,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN2064_c0_g2_i1,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN54104_c2_g1_i1,MMETSP1421-doi:10.5281/zenodo.1212585-TRINITY_DN11141_c0_g1_i1,MMETSP0325-doi:10.5281/zenodo.1212585-TRINITY_DN27546_c1_g1_i1,MMETSP0463-doi:10.5281/zenodo.1212585-TRINITY_DN16615_c1_g1_i1,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN10183_c2_g1_i1,MMETSP0733-doi:10.5281/zenodo.1212585-TRINITY_DN16660_c4_g1_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN45750_c0_g1_i1,MMETSP0900-doi:10.5281/zenodo.1212585-TRINITY_DN11245_c2_g2_i4,MMETSP0120-doi:10.5281/zenodo.1212585-TRINITY_DN46539_c5_g1_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8893_c0_g1_i6
